ID,Mt,Ewltp,W,At1,ep,Cr_M1G,Ft_D_E,Ft_E85,Ft_LPG,Ft_NG,Ft_PETROL,Ft_P_E,Fm_F,Fm_H,Fm_M,Fm_P
77798939,0.5019731649565904,30,0.4714714714714714,0.6834532374100721,0.08309726156751654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
77798940,0.4972375690607735,29,0.4714714714714714,0.6834532374100721,0.08309726156751654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
77798941,0.5011838989739543,30,0.4714714714714714,0.6834532374100721,0.08309726156751654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
77798942,0.5047355958958168,30,0.4714714714714714,0.6834532374100721,0.08309726156751654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
77798943,0.4964483030781373,29,0.4714714714714714,0.6834532374100721,0.08309726156751654,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
